tomato OrthoGene,arabidopsis OrthoGene,Orthogroup,tomato Symbol,arabidopsis Symbol
4081_0:003170,3702_0:0016c8,882082at3193,LOC101248585,AT1G59725
4081_0:00467c,3702_0:0016c8,882082at3193,LOC101252207,AT1G59725
4081_0:0048cd,3702_0:0016c8,882082at3193,LOC101251613,AT1G59725
4081_0:0015ac,3702_0:001adc,882082at3193,LOC101262478,AT1G10350
4081_0:001823,3702_0:001adc,882082at3193,t19-8,AT1G10350
4081_0:002228,3702_0:001adc,882082at3193,LOC101258248,AT1G10350
4081_0:002cd9,3702_0:001adc,882082at3193,LOC101251582,AT1G10350
4081_0:003170,3702_0:001adc,882082at3193,LOC101248585,AT1G10350
4081_0:00467c,3702_0:001adc,882082at3193,LOC101252207,AT1G10350
4081_0:0048cd,3702_0:001adc,882082at3193,LOC101251613,AT1G10350
4081_0:0015ac,3702_0:0022b6,882082at3193,LOC101262478,AT2G20550
4081_0:001823,3702_0:0022b6,882082at3193,t19-8,AT2G20550
4081_0:002228,3702_0:0022b6,882082at3193,LOC101258248,AT2G20550
4081_0:002cd9,3702_0:0022b6,882082at3193,LOC101251582,AT2G20550
4081_0:003170,3702_0:0022b6,882082at3193,LOC101248585,AT2G20550
4081_0:00467c,3702_0:0022b6,882082at3193,LOC101252207,AT2G20550
4081_0:0048cd,3702_0:0022b6,882082at3193,LOC101251613,AT2G20550
4081_0:0015ac,3702_0:002c62,882082at3193,LOC101262478,AT2G20560
4081_0:001823,3702_0:002c62,882082at3193,t19-8,AT2G20560
4081_0:002228,3702_0:002c62,882082at3193,LOC101258248,AT2G20560
4081_0:002cd9,3702_0:002c62,882082at3193,LOC101251582,AT2G20560
4081_0:003170,3702_0:002c62,882082at3193,LOC101248585,AT2G20560
4081_0:00467c,3702_0:002c62,882082at3193,LOC101252207,AT2G20560
4081_0:0048cd,3702_0:002c62,882082at3193,LOC101251613,AT2G20560
4081_0:0015ac,3702_0:00392c,882082at3193,LOC101262478,AT3G47940
4081_0:001823,3702_0:00392c,882082at3193,t19-8,AT3G47940
4081_0:002228,3702_0:00392c,882082at3193,LOC101258248,AT3G47940
4081_0:002cd9,3702_0:00392c,882082at3193,LOC101251582,AT3G47940
4081_0:003170,3702_0:00392c,882082at3193,LOC101248585,AT3G47940
4081_0:00467c,3702_0:00392c,882082at3193,LOC101252207,AT3G47940
4081_0:0048cd,3702_0:00392c,882082at3193,LOC101251613,AT3G47940
4081_0:0015ac,3702_0:003b95,882082at3193,LOC101262478,AT3G08910
4081_0:001823,3702_0:003b95,882082at3193,t19-8,AT3G08910
4081_0:002228,3702_0:003b95,882082at3193,LOC101258248,AT3G08910
4081_0:002cd9,3702_0:003b95,882082at3193,LOC101251582,AT3G08910
4081_0:003170,3702_0:003b95,882082at3193,LOC101248585,AT3G08910
4081_0:00467c,3702_0:003b95,882082at3193,LOC101252207,AT3G08910
4081_0:0048cd,3702_0:003b95,882082at3193,LOC101251613,AT3G08910
4081_0:0015ac,3702_0:004bba,882082at3193,LOC101262478,AT4G28480
4081_0:001823,3702_0:004bba,882082at3193,t19-8,AT4G28480
4081_0:002228,3702_0:004bba,882082at3193,LOC101258248,AT4G28480
4081_0:002cd9,3702_0:004bba,882082at3193,LOC101251582,AT4G28480
4081_0:003170,3702_0:004bba,882082at3193,LOC101248585,AT4G28480
4081_0:00467c,3702_0:004bba,882082at3193,LOC101252207,AT4G28480
4081_0:0048cd,3702_0:004bba,882082at3193,LOC101251613,AT4G28480
4081_0:0015ac,3702_0:005437,882082at3193,LOC101262478,AT5G25530
4081_0:001823,3702_0:005437,882082at3193,t19-8,AT5G25530
4081_0:002228,3702_0:005437,882082at3193,LOC101258248,AT5G25530
4081_0:002cd9,3702_0:005437,882082at3193,LOC101251582,AT5G25530
4081_0:003170,3702_0:005437,882082at3193,LOC101248585,AT5G25530
4081_0:00467c,3702_0:005437,882082at3193,LOC101252207,AT5G25530
4081_0:0048cd,3702_0:005437,882082at3193,LOC101251613,AT5G25530
4081_0:0015ac,3702_0:00642d,882082at3193,LOC101262478,AT5G01390
4081_0:001823,3702_0:00642d,882082at3193,t19-8,AT5G01390
4081_0:002228,3702_0:00642d,882082at3193,LOC101258248,AT5G01390
4081_0:002cd9,3702_0:00642d,882082at3193,LOC101251582,AT5G01390
4081_0:003170,3702_0:00642d,882082at3193,LOC101248585,AT5G01390
4081_0:00467c,3702_0:00642d,882082at3193,LOC101252207,AT5G01390
4081_0:0048cd,3702_0:00642d,882082at3193,LOC101251613,AT5G01390
4081_0:001c9a,3702_0:0014da,882083at3193,LOC101244556,AT1G52370
4081_0:002123,3702_0:0014da,882083at3193,LOC101254078,AT1G52370
4081_0:001c9a,3702_0:00429f,882083at3193,LOC101244556,AT4G28360
4081_0:002123,3702_0:00429f,882083at3193,LOC101254078,AT4G28360
4081_0:003f24,3702_0:000cd4,882086at3193,LOC101246359,AT1G53700
4081_0:00603e,3702_0:000cd4,882086at3193,PK5,AT1G53700
4081_0:003f24,3702_0:002150,882086at3193,LOC101246359,AT2G26700
4081_0:00603e,3702_0:002150,882086at3193,PK5,AT2G26700
4081_0:003f24,3702_0:00256f,882086at3193,LOC101246359,AT2G34650
4081_0:00603e,3702_0:00256f,882086at3193,PK5,AT2G34650
4081_0:003f24,3702_0:003ed0,882086at3193,LOC101246359,AT3G14370
4081_0:00603e,3702_0:003ed0,882086at3193,PK5,AT3G14370
4081_0:000a59,3702_0:001532,882088at3193,LOC101250549,AT1G49630
4081_0:000a59,3702_0:0035aa,882088at3193,LOC101250549,AT3G19170
4081_0:00168f,3702_0:003437,882091at3193,LOC101243966,AT3G10820
4081_0:0020ef,3702_0:003437,882091at3193,LOC101244768,AT3G10820
4081_0:0050eb,3702_0:003437,882091at3193,LOC101249035,AT3G10820
4081_0:00548f,3702_0:003437,882091at3193,LOC101248344,AT3G10820
4081_0:0057eb,3702_0:003437,882091at3193,LOC101265086,AT3G10820
4081_0:00168f,3702_0:0056a5,882091at3193,LOC101243966,AT5G09850
4081_0:0020ef,3702_0:0056a5,882091at3193,LOC101244768,AT5G09850
4081_0:0050eb,3702_0:0056a5,882091at3193,LOC101249035,AT5G09850
4081_0:00548f,3702_0:0056a5,882091at3193,LOC101248344,AT5G09850
4081_0:0057eb,3702_0:0056a5,882091at3193,LOC101265086,AT5G09850
4081_0:00168f,3702_0:005af8,882091at3193,LOC101243966,AT5G05140
4081_0:0020ef,3702_0:005af8,882091at3193,LOC101244768,AT5G05140
4081_0:0050eb,3702_0:005af8,882091at3193,LOC101249035,AT5G05140
4081_0:00548f,3702_0:005af8,882091at3193,LOC101248344,AT5G05140
4081_0:0057eb,3702_0:005af8,882091at3193,LOC101265086,AT5G05140
4081_0:005d96,3702_0:004b21,882092at3193,LOC101257753,AT4G31600
4081_0:0056b5,3702_0:005e27,882103at3193,LOC101255850,AT5G36290
4081_0:002d5e,3702_0:001652,882110at3193,LOC101246425,AT1G26160
4081_0:003b90,3702_0:001652,882110at3193,LOC101257084,AT1G26160
4081_0:002d5e,3702_0:001f36,882110at3193,LOC101246425,AT2G23820
4081_0:003b90,3702_0:001f36,882110at3193,LOC101257084,AT2G23820
4081_0:005fba,3702_0:005329,882112at3193,LOC101261787,AT5G63610
4081_0:00636d,3702_0:006aa6,882115at3193,matK,matK
4081_0:00239b,3702_0:003775,882117at3193,LOC101263013,AT3G55390
4081_0:0029fd,3702_0:003775,882117at3193,LOC101262115,AT3G55390
4081_0:003839,3702_0:004e7a,882119at3193,AT5G56270,AT4G26440
4081_0:003839,3702_0:005596,882119at3193,AT5G56270,AT5G56270
4081_0:00122d,3702_0:003234,882130at3193,LOC101255259,AT3G57150
4081_0:000f58,3702_0:006339,882137at3193,LOC101256146,AT5G14580
4081_0:0021f6,3702_0:000b14,882144at3193,LOC101261405,AT1G71120
4081_0:000a04,3702_0:002732,882149at3193,LOC101248133,AT2G44310
4081_0:001b37,3702_0:002732,882149at3193,LOC101252752,AT2G44310
4081_0:00039e,3702_0:005c11,882157at3193,LOC101255831,AT5G15920
4081_0:0020c5,3702_0:000852,882166at3193,LOC101245539,AT1G21550
4081_0:0021d4,3702_0:000852,882166at3193,LOC101245247,AT1G21550
4081_0:000f75,3702_0:005bfc,882167at3193,LOC101263483,AT5G44790
4081_0:000992,3702_0:00556b,882180at3193,LOC101255434,AT5G27720
4081_0:000c3a,3702_0:0020a0,882187at3193,LOC101247368,AT2G45210
4081_0:003fcc,3702_0:0020a0,882187at3193,LOC101246270,AT2G45210
4081_0:004185,3702_0:0020a0,882187at3193,LOC104648957,AT2G45210
4081_0:004335,3702_0:0020a0,882187at3193,LOC104648998,AT2G45210
4081_0:004636,3702_0:0020a0,882187at3193,LOC101258390,AT2G45210
4081_0:000c3a,3702_0:0035a6,882187at3193,LOC101247368,AT3G60690
4081_0:003fcc,3702_0:0035a6,882187at3193,LOC101246270,AT3G60690
4081_0:004185,3702_0:0035a6,882187at3193,LOC104648957,AT3G60690
4081_0:004335,3702_0:0035a6,882187at3193,LOC104648998,AT3G60690
4081_0:004636,3702_0:0035a6,882187at3193,LOC101258390,AT3G60690
4081_0:000c3a,3702_0:004ab2,882187at3193,LOC101247368,AT4G12410
4081_0:003fcc,3702_0:004ab2,882187at3193,LOC101246270,AT4G12410
4081_0:004185,3702_0:004ab2,882187at3193,LOC104648957,AT4G12410
4081_0:004335,3702_0:004ab2,882187at3193,LOC104648998,AT4G12410
4081_0:004636,3702_0:004ab2,882187at3193,LOC101258390,AT4G12410
4081_0:000c3a,3702_0:00518e,882187at3193,LOC101247368,AT4G22620
4081_0:003fcc,3702_0:00518e,882187at3193,LOC101246270,AT4G22620
4081_0:004185,3702_0:00518e,882187at3193,LOC104648957,AT4G22620
4081_0:004335,3702_0:00518e,882187at3193,LOC104648998,AT4G22620
4081_0:004636,3702_0:00518e,882187at3193,LOC101258390,AT4G22620
4081_0:00044e,3702_0:0000b1,882194at3193,LOC101263150,AT1G02790
4081_0:0034a0,3702_0:0000b1,882194at3193,LOC101260647,AT1G02790
4081_0:000ed0,3702_0:0022cc,882195at3193,LOC101265881,AT2G30860
4081_0:000ed0,3702_0:002796,882195at3193,LOC101265881,AT2G30870
4081_0:000ed0,3702_0:00575d,882195at3193,LOC101265881,AT5G17220
4081_0:0048bc,3702_0:00166a,882203at3193,LOC101250918,AT1G14610
4081_0:002b6a,3702_0:002825,882223at3193,LOC101252489,AT2G28380
4081_0:005a09,3702_0:002825,882223at3193,LOC101259606,AT2G28380
4081_0:005516,3702_0:002b92,882230at3193,LOC101252944,AT2G31810
4081_0:005bff,3702_0:002b92,882230at3193,LOC101265999,AT2G31810
4081_0:005516,3702_0:005d38,882230at3193,LOC101252944,AT5G16290
4081_0:005bff,3702_0:005d38,882230at3193,LOC101265999,AT5G16290
4081_0:002330,3702_0:002dd0,882231at3193,LOC101258058,AT3G57280
4081_0:005178,3702_0:002dd0,882231at3193,LOC101247769,AT3G57280
4081_0:000961,3702_0:002fe7,882234at3193,LOC101265358,AT3G20920
4081_0:005673,3702_0:002fe7,882234at3193,LOC101248267,AT3G20920
4081_0:000880,3702_0:004cb3,882239at3193,LOC101252637,AT4G24250
4081_0:00425f,3702_0:004cb3,882239at3193,AT1G11310,AT4G24250
4081_0:000880,3702_0:005039,882239at3193,LOC101252637,AT4G02600
4081_0:00425f,3702_0:005039,882239at3193,AT1G11310,AT4G02600
4081_0:0056de,3702_0:000003,882241at3193,LOC101264287,AT1G33680
4081_0:0056de,3702_0:0044bb,882241at3193,LOC101264287,AT4G10070
4081_0:0028d6,3702_0:00039f,882246at3193,LOC101263704,AT1G70200
4081_0:003243,3702_0:000b94,882251at3193,LOC101258564,AT1G07270
4081_0:003243,3702_0:001c9b,882251at3193,LOC101258564,AT2G29680
4081_0:00325b,3702_0:005b20,882254at3193,LOC101252291,AT5G54860
4081_0:005efb,3702_0:005b20,882254at3193,LOC101259512,AT5G54860
4081_0:005761,3702_0:006790,882258at3193,LOC101259307,AT5G10320
4081_0:00084f,3702_0:000354,882259at3193,AT1G69770,AT1G80740
4081_0:0040b8,3702_0:000354,882259at3193,CMT4,AT1G80740
4081_0:0061c5,3702_0:000354,882259at3193,AT4G19020,AT1G80740
4081_0:00084f,3702_0:0015ce,882259at3193,AT1G69770,AT1G69770
4081_0:0040b8,3702_0:0015ce,882259at3193,CMT4,AT1G69770
4081_0:0061c5,3702_0:0015ce,882259at3193,AT4G19020,AT1G69770
4081_0:00084f,3702_0:004a63,882259at3193,AT1G69770,AT4G19020
4081_0:0040b8,3702_0:004a63,882259at3193,CMT4,AT4G19020
4081_0:0061c5,3702_0:004a63,882259at3193,AT4G19020,AT4G19020
4081_0:0013cf,3702_0:003aa9,882263at3193,LOC101267752,AT3G07940
4081_0:004633,3702_0:003aa9,882263at3193,LOC101266053,AT3G07940
4081_0:0013cf,3702_0:004454,882263at3193,LOC101267752,AT4G05330
4081_0:004633,3702_0:004454,882263at3193,LOC101266053,AT4G05330
4081_0:0013cf,3702_0:004ad6,882263at3193,LOC101267752,AT4G21160
4081_0:004633,3702_0:004ad6,882263at3193,LOC101266053,AT4G21160
4081_0:003fa8,3702_0:002b17,882268at3193,LOC101266846,AT2G05830
4081_0:000834,3702_0:0007ff,882279at3193,LOC101266156,AT1G02575
4081_0:002fad,3702_0:0007ff,882279at3193,LOC101247431,AT1G02575
4081_0:000834,3702_0:0019b8,882279at3193,LOC101266156,AT1G02570
4081_0:002fad,3702_0:0019b8,882279at3193,LOC101247431,AT1G02570
4081_0:000834,3702_0:00225a,882279at3193,LOC101266156,AT2G47360
4081_0:002fad,3702_0:00225a,882279at3193,LOC101247431,AT2G47360
4081_0:0011bf,3702_0:005dd3,882284at3193,LOC101253846,AT5G40670
4081_0:001e77,3702_0:005dd3,882284at3193,LOC101253256,AT5G40670
4081_0:000872,3702_0:00148b,882298at3193,LOC101254941,AT1G01960
4081_0:000872,3702_0:003733,882298at3193,LOC101254941,AT3G60860
4081_0:000f04,3702_0:001398,882299at3193,LOC101247686,AT1G29240
4081_0:003f2f,3702_0:001398,882299at3193,LOC101245858,AT1G29240
4081_0:005ede,3702_0:001398,882299at3193,LOC101253258,AT1G29240
4081_0:000f04,3702_0:001d07,882299at3193,LOC101247686,AT2G30990
4081_0:003f2f,3702_0:001d07,882299at3193,LOC101245858,AT2G30990
4081_0:005ede,3702_0:001d07,882299at3193,LOC101253258,AT2G30990
4081_0:000f04,3702_0:002877,882299at3193,LOC101247686,AT2G34170
4081_0:003f2f,3702_0:002877,882299at3193,LOC101245858,AT2G34170
4081_0:005ede,3702_0:002877,882299at3193,LOC101253258,AT2G34170
4081_0:0038fa,3702_0:005bf6,882309at3193,LOC101250521,AT5G17860
4081_0:004731,3702_0:005bf6,882309at3193,LOC101248713,AT5G17860
4081_0:002303,3702_0:0043a5,882328at3193,ORR,AT4G37925
4081_0:0031f2,3702_0:004b01,882342at3193,LOC101249374,AT4G17510
4081_0:0041b1,3702_0:004b01,882342at3193,LOC101268896,AT4G17510
4081_0:005946,3702_0:0024d8,882343at3193,LOC101248167,AT2G27810
4081_0:000d8a,3702_0:00472a,882346at3193,LOC101268823,AT4G36440
4081_0:00163c,3702_0:000f94,882353at3193,LOC101260102,AT1G03810
4081_0:00294d,3702_0:000f94,882353at3193,LOC101266120,AT1G03810
4081_0:002c37,3702_0:000f94,882353at3193,LOC101251472,AT1G03810
4081_0:003979,3702_0:000f94,882353at3193,LOC101250522,AT1G03810
4081_0:004f9c,3702_0:000f94,882353at3193,LOC101266979,AT1G03810
4081_0:00163c,3702_0:000fac,882353at3193,LOC101260102,AT1G10590
4081_0:00294d,3702_0:000fac,882353at3193,LOC101266120,AT1G10590
4081_0:002c37,3702_0:000fac,882353at3193,LOC101251472,AT1G10590
4081_0:003979,3702_0:000fac,882353at3193,LOC101250522,AT1G10590
4081_0:004f9c,3702_0:000fac,882353at3193,LOC101266979,AT1G10590
4081_0:00163c,3702_0:0014d8,882353at3193,LOC101260102,AT1G23750
4081_0:00294d,3702_0:0014d8,882353at3193,LOC101266120,AT1G23750
4081_0:002c37,3702_0:0014d8,882353at3193,LOC101251472,AT1G23750
4081_0:003979,3702_0:0014d8,882353at3193,LOC101250522,AT1G23750
4081_0:004f9c,3702_0:0014d8,882353at3193,LOC101266979,AT1G23750
4081_0:00163c,3702_0:005142,882353at3193,LOC101260102,AT4G28440
4081_0:00294d,3702_0:005142,882353at3193,LOC101266120,AT4G28440
4081_0:002c37,3702_0:005142,882353at3193,LOC101251472,AT4G28440
4081_0:003979,3702_0:005142,882353at3193,LOC101250522,AT4G28440
4081_0:004f9c,3702_0:005142,882353at3193,LOC101266979,AT4G28440
4081_0:004cf1,3702_0:0044eb,882376at3193,LOC101263155,AT4G03115
4081_0:00299a,3702_0:0001a9,882383at3193,LOC101252988,AT1G10500
4081_0:001275,3702_0:006711,882389at3193,LOC101263779,AT5G46070
4081_0:004deb,3702_0:006711,882389at3193,LOC101250056,AT5G46070
4081_0:001ed8,3702_0:003f17,882390at3193,LOC101252259,AT3G08680
4081_0:003298,3702_0:003f17,882390at3193,LOC101246831,AT3G08680
4081_0:0032cf,3702_0:003f17,882390at3193,LOC101268878,AT3G08680
4081_0:0046af,3702_0:003f17,882390at3193,LOC101263638,AT3G08680
4081_0:001ed8,3702_0:005a03,882390at3193,LOC101252259,AT5G05160
4081_0:003298,3702_0:005a03,882390at3193,LOC101246831,AT5G05160
4081_0:0032cf,3702_0:005a03,882390at3193,LOC101268878,AT5G05160
4081_0:0046af,3702_0:005a03,882390at3193,LOC101263638,AT5G05160
4081_0:001ed8,3702_0:00629a,882390at3193,LOC101252259,AT5G58300
4081_0:003298,3702_0:00629a,882390at3193,LOC101246831,AT5G58300
4081_0:0032cf,3702_0:00629a,882390at3193,LOC101268878,AT5G58300
4081_0:0046af,3702_0:00629a,882390at3193,LOC101263638,AT5G58300
4081_0:00551e,3702_0:001387,882391at3193,LOC101246494,AT1G65080
4081_0:00564d,3702_0:001387,882391at3193,LOC101253961,AT1G65080
4081_0:00551e,3702_0:003b37,882391at3193,LOC101246494,AT3G44370
4081_0:00564d,3702_0:003b37,882391at3193,LOC101253961,AT3G44370
4081_0:000b0f,3702_0:00309c,882398at3193,LOC101244419,AT3G05760
4081_0:000c68,3702_0:003b3c,8823at3193,LOC101243856,AT3G20730
4081_0:0049d6,3702_0:0036dc,882401at3193,LOC101257806,AT3G07090
4081_0:001d99,3702_0:005462,882407at3193,LOC101260703,AT5G53045
4081_0:00367d,3702_0:0011aa,882409at3193,LOC101260949,AT3G12960
4081_0:004c6a,3702_0:0011aa,882409at3193,LOC101252328,AT3G12960
4081_0:00367d,3702_0:004b7b,882409at3193,LOC101260949,AT4G37120
4081_0:004c6a,3702_0:004b7b,882409at3193,LOC101252328,AT4G37120
4081_0:002b95,3702_0:000ba9,882410at3193,AT4G21480,AT1G77210
4081_0:003e4b,3702_0:000ba9,882410at3193,ht3,AT1G77210
4081_0:005cfa,3702_0:000ba9,882410at3193,STP18,AT1G77210
4081_0:002b95,3702_0:004831,882410at3193,AT4G21480,AT4G02050
4081_0:003e4b,3702_0:004831,882410at3193,ht3,AT4G02050
4081_0:005cfa,3702_0:004831,882410at3193,STP18,AT4G02050
4081_0:005b0d,3702_0:0041f8,882412at3193,LOC101244729,AT4G15010
4081_0:000685,3702_0:0045c7,882417at3193,LOC101252214,AT4G31530
4081_0:000226,3702_0:003850,882418at3193,LOC101247054,AT3G23760
4081_0:001afc,3702_0:003850,882418at3193,LOC101245631,AT3G23760
4081_0:00303b,3702_0:003850,882418at3193,LOC101252090,AT3G23760
4081_0:000226,3702_0:004881,882418at3193,LOC101247054,AT4G14100
4081_0:001afc,3702_0:004881,882418at3193,LOC101245631,AT4G14100
4081_0:00303b,3702_0:004881,882418at3193,LOC101252090,AT4G14100
4081_0:000632,3702_0:001fae,882424at3193,LOC101247149,AT2G27830
4081_0:003105,3702_0:001fae,882424at3193,LOC101246727,AT2G27830
4081_0:0045ad,3702_0:001fae,882424at3193,LOC101261943,AT2G27830
4081_0:005705,3702_0:001fae,882424at3193,LOC101246792,AT2G27830
4081_0:001a90,3702_0:003243,882435at3193,LOC101250276,AT3G27180
4081_0:0015b1,3702_0:00167c,882438at3193,LOC101262271,AT1G19690
4081_0:00271f,3702_0:00257c,882440at3193,LOC101255982,AT2G39000
4081_0:0043ac,3702_0:00328d,882441at3193,LOC101252611,AT3G03010
4081_0:005f5f,3702_0:00328d,882441at3193,LOC101263501,AT3G03010
4081_0:0043ac,3702_0:00482e,882441at3193,LOC101252611,AT4G32900
4081_0:005f5f,3702_0:00482e,882441at3193,LOC101263501,AT4G32900
4081_0:0043ac,3702_0:0066a1,882441at3193,LOC101252611,AT5G16870
4081_0:005f5f,3702_0:0066a1,882441at3193,LOC101263501,AT5G16870
4081_0:002972,3702_0:001b0c,882449at3193,LOC112941587,AT1G03670
4081_0:002dd5,3702_0:001b0c,882449at3193,LOC112941586,AT1G03670
4081_0:003bfd,3702_0:001b0c,882449at3193,LOC101253208,AT1G03670
4081_0:002972,3702_0:004223,882449at3193,LOC112941587,AT4G03490
4081_0:002dd5,3702_0:004223,882449at3193,LOC112941586,AT4G03490
4081_0:003bfd,3702_0:004223,882449at3193,LOC101253208,AT4G03490
4081_0:002972,3702_0:00436a,882449at3193,LOC112941587,AT4G03500
4081_0:002dd5,3702_0:00436a,882449at3193,LOC112941586,AT4G03500
4081_0:003bfd,3702_0:00436a,882449at3193,LOC101253208,AT4G03500
4081_0:002972,3702_0:0043e9,882449at3193,LOC112941587,AT4G03460
4081_0:002dd5,3702_0:0043e9,882449at3193,LOC112941586,AT4G03460
4081_0:003bfd,3702_0:0043e9,882449at3193,LOC101253208,AT4G03460
4081_0:002972,3702_0:004474,882449at3193,LOC112941587,AT4G03490
4081_0:002dd5,3702_0:004474,882449at3193,LOC112941586,AT4G03490
4081_0:003bfd,3702_0:004474,882449at3193,LOC101253208,AT4G03490
4081_0:002972,3702_0:00515d,882449at3193,LOC112941587,AT4G03450
4081_0:002dd5,3702_0:00515d,882449at3193,LOC112941586,AT4G03450
4081_0:003bfd,3702_0:00515d,882449at3193,LOC101253208,AT4G03450
4081_0:0008b0,3702_0:0009a3,882469at3193,LOC101247742,AT1G08370
4081_0:002f94,3702_0:0009a3,882469at3193,LOC101254498,AT1G08370
4081_0:004a49,3702_0:0009a3,882469at3193,LOC101243815,AT1G08370
4081_0:0018cf,3702_0:003a9e,882472at3193,LOC101248287,AT3G47730
4081_0:0018cf,3702_0:005b8a,882472at3193,LOC101248287,AT5G61690
4081_0:0018cf,3702_0:005dcd,882472at3193,LOC101248287,AT5G61730
4081_0:000bd0,3702_0:001c05,882473at3193,AT2G46310,AT2G46310
4081_0:001932,3702_0:001c05,882473at3193,AT4G27950,AT2G46310
4081_0:003695,3702_0:001c05,882473at3193,AT3G61630,AT2G46310
4081_0:003fee,3702_0:001c05,882473at3193,LOC101264747,AT2G46310
4081_0:000bd0,3702_0:003629,882473at3193,AT2G46310,AT3G61630
4081_0:001932,3702_0:003629,882473at3193,AT4G27950,AT3G61630
4081_0:003695,3702_0:003629,882473at3193,AT3G61630,AT3G61630
4081_0:003fee,3702_0:003629,882473at3193,LOC101264747,AT3G61630
4081_0:000bd0,3702_0:00461d,882473at3193,AT2G46310,AT4G27950
4081_0:001932,3702_0:00461d,882473at3193,AT4G27950,AT4G27950
4081_0:003695,3702_0:00461d,882473at3193,AT3G61630,AT4G27950
4081_0:003fee,3702_0:00461d,882473at3193,LOC101264747,AT4G27950
4081_0:000bd0,3702_0:00470e,882473at3193,AT2G46310,AT4G11140
4081_0:001932,3702_0:00470e,882473at3193,AT4G27950,AT4G11140
4081_0:003695,3702_0:00470e,882473at3193,AT3G61630,AT4G11140
4081_0:003fee,3702_0:00470e,882473at3193,LOC101264747,AT4G11140
4081_0:000bd0,3702_0:004e39,882473at3193,AT2G46310,AT4G23750
4081_0:001932,3702_0:004e39,882473at3193,AT4G27950,AT4G23750
4081_0:003695,3702_0:004e39,882473at3193,AT3G61630,AT4G23750
4081_0:003fee,3702_0:004e39,882473at3193,LOC101264747,AT4G23750
4081_0:000bd0,3702_0:0053a9,882473at3193,AT2G46310,AT5G53290
4081_0:001932,3702_0:0053a9,882473at3193,AT4G27950,AT5G53290
4081_0:003695,3702_0:0053a9,882473at3193,AT3G61630,AT5G53290
4081_0:003fee,3702_0:0053a9,882473at3193,LOC101264747,AT5G53290
4081_0:002851,3702_0:000ea4,882477at3193,LOC101246242,AT1G74970
4081_0:0017f8,3702_0:000005,882489at3193,LOC101249996,AT1G32960
4081_0:0017f8,3702_0:000637,882489at3193,LOC101249996,AT1G32940
4081_0:0017f8,3702_0:0007b1,882489at3193,LOC101249996,AT1G32950
4081_0:0017f8,3702_0:00103c,882489at3193,LOC101249996,AT1G32970
4081_0:0017f8,3702_0:004493,882489at3193,LOC101249996,AT4G10540
4081_0:0017f8,3702_0:0045b5,882489at3193,LOC101249996,AT4G10530
4081_0:0017f8,3702_0:0049f5,882489at3193,LOC101249996,AT4G10550
4081_0:0017f8,3702_0:004aae,882489at3193,LOC101249996,AT4G10520
4081_0:0017f8,3702_0:004c3b,882489at3193,LOC101249996,AT4G10510
4081_0:001264,3702_0:00303d,882495at3193,LOC101247878,AT3G48020
4081_0:0018fd,3702_0:00303d,882495at3193,LOC101250679,AT3G48020
4081_0:002cbc,3702_0:00303d,882495at3193,LOC109120294,AT3G48020
4081_0:003074,3702_0:00303d,882495at3193,LOC104648037,AT3G48020
4081_0:001264,3702_0:003331,882495at3193,LOC101247878,AT3G01430
4081_0:0018fd,3702_0:003331,882495at3193,LOC101250679,AT3G01430
4081_0:002cbc,3702_0:003331,882495at3193,LOC109120294,AT3G01430
4081_0:003074,3702_0:003331,882495at3193,LOC104648037,AT3G01430
4081_0:001264,3702_0:0051e8,882495at3193,LOC101247878,AT5G14895
4081_0:0018fd,3702_0:0051e8,882495at3193,LOC101250679,AT5G14895
4081_0:002cbc,3702_0:0051e8,882495at3193,LOC109120294,AT5G14895
4081_0:003074,3702_0:0051e8,882495at3193,LOC104648037,AT5G14895
4081_0:001264,3702_0:005d43,882495at3193,LOC101247878,AT5G62865
4081_0:0018fd,3702_0:005d43,882495at3193,LOC101250679,AT5G62865
4081_0:002cbc,3702_0:005d43,882495at3193,LOC109120294,AT5G62865
4081_0:003074,3702_0:005d43,882495at3193,LOC104648037,AT5G62865
4081_0:000f33,3702_0:002fc1,882512at3193,LOC101254358,AT3G01370
4081_0:001465,3702_0:002fc1,882512at3193,LOC101267759,AT3G01370
4081_0:001927,3702_0:002fc1,882512at3193,LOC101266406,AT3G01370
4081_0:003a52,3702_0:002fc1,882512at3193,LOC101267912,AT3G01370
4081_0:0047b9,3702_0:002fc1,882512at3193,LOC101244612,AT3G01370
4081_0:000f33,3702_0:003259,882512at3193,LOC101254358,AT3G18390
4081_0:001465,3702_0:003259,882512at3193,LOC101267759,AT3G18390
4081_0:001927,3702_0:003259,882512at3193,LOC101266406,AT3G18390
4081_0:003a52,3702_0:003259,882512at3193,LOC101267912,AT3G18390
4081_0:0047b9,3702_0:003259,882512at3193,LOC101244612,AT3G18390
4081_0:000f33,3702_0:003caf,882512at3193,LOC101254358,AT3G23070
4081_0:001465,3702_0:003caf,882512at3193,LOC101267759,AT3G23070
4081_0:001927,3702_0:003caf,882512at3193,LOC101266406,AT3G23070
4081_0:003a52,3702_0:003caf,882512at3193,LOC101267912,AT3G23070
4081_0:0047b9,3702_0:003caf,882512at3193,LOC101244612,AT3G23070
4081_0:000f33,3702_0:004c4d,882512at3193,LOC101254358,AT4G14510
4081_0:001465,3702_0:004c4d,882512at3193,LOC101267759,AT4G14510
